datetime,region_id,mandi_price_per_kg,pos_transactions_last_hour,vehicle_delay_minutes,weather_now_temp,weather_now_humidity,logistics_disruption_flag,intraday_baseline_pred,intraday_actual_sales_partial,intraday_event
2025-11-19 00:24:35,Nagpur,119.32,5,0,18.3,53.2,0,10.0,10,none
2025-11-19 00:24:35,Aurangabad,116.46,3,0,21.3,54.7,0,10.0,8,none
2025-11-19 00:24:35,Kolhapur,121.71,5,0,21.9,58.1,0,10.0,9,none
2025-11-19 00:24:35,Solapur,124.81,5,0,20.7,54.1,0,10.0,8,none
2025-11-19 00:24:35,Amravati,123.03,4,0,20.2,62.4,0,10.0,8,none
2025-11-19 00:24:35,Nanded,116.12,1,0,21.5,52.1,0,10.0,9,none
2025-11-19 00:24:35,Jalgaon,119.18,3,23,19.2,54.4,0,10.0,10,none
2025-11-19 01:24:35,Pune,122.84,2,0,19.2,58.2,0,10.0,8,none
2025-11-19 01:24:35,Nashik,118.86,3,0,19.2,64.5,0,10.0,10,none
2025-11-19 01:24:35,Mumbai,118.71,4,0,21.6,54.8,0,10.0,11,none
2025-11-19 01:24:35,Nagpur,120.34,8,0,19.1,52.3,0,10.0,10,none
2025-11-19 01:24:35,Aurangabad,120.4,2,0,19.6,63.5,0,10.0,11,none
2025-11-19 01:24:35,Kolhapur,115.08,4,0,20.6,65.2,0,10.0,8,none
2025-11-19 01:24:35,Solapur,119.33,2,0,20.8,56.9,0,10.0,11,none
2025-11-19 01:24:35,Amravati,118.25,4,11,21.3,57.0,0,10.0,8,none
2025-11-19 01:24:35,Nanded,120.34,3,0,21.3,56.0,0,10.0,9,none
2025-11-19 01:24:35,Jalgaon,119.62,1,0,21.5,64.2,0,10.0,10,none
2025-11-19 02:24:35,Pune,119.86,6,0,18.2,61.2,0,10.0,9,none
2025-11-19 02:24:35,Nashik,117.56,3,0,18.3,51.1,0,10.0,8,none
2025-11-19 02:24:35,Mumbai,119.89,3,22,19.9,53.7,0,10.0,11,none
2025-11-19 02:24:35,Nagpur,124.23,3,0,21.9,58.2,0,10.0,9,none
2025-11-19 02:24:35,Aurangabad,123.52,4,0,19.6,55.5,0,10.0,8,none
2025-11-19 02:24:35,Kolhapur,115.95,1,16,20.6,59.6,0,10.0,11,none
2025-11-19 02:24:35,Solapur,116.43,4,0,21.0,63.3,0,10.0,10,none
2025-11-19 02:24:35,Amravati,118.0,2,0,21.8,54.8,0,10.0,9,heavy_rain
2025-11-19 02:24:35,Nanded,124.13,5,0,19.8,56.1,0,10.0,9,none
2025-11-19 02:24:35,Jalgaon,122.5,2,0,18.0,57.1,0,10.0,8,none
2025-11-19 03:24:35,Pune,117.08,7,0,21.5,55.3,0,10.0,8,none
2025-11-19 03:24:35,Nashik,117.21,3,0,19.0,62.3,0,10.0,10,none
2025-11-19 03:24:35,Mumbai,120.79,2,0,18.3,61.3,0,10.0,8,heavy_rain
2025-11-19 03:24:35,Nagpur,117.68,1,0,19.8,67.8,0,10.0,9,none
2025-11-19 03:24:35,Aurangabad,121.19,2,0,19.8,51.5,0,10.0,11,none
2025-11-19 03:24:35,Kolhapur,115.91,8,0,19.9,69.6,0,10.0,10,none
2025-11-19 03:24:35,Solapur,121.66,7,0,20.6,52.6,0,10.0,11,none
2025-11-19 03:24:35,Amravati,117.16,6,0,18.6,59.6,0,10.0,9,none
2025-11-19 03:24:35,Nanded,115.15,1,0,18.2,57.2,0,10.0,8,none
2025-11-19 03:24:35,Jalgaon,119.08,3,0,19.1,58.3,0,10.0,9,none
2025-11-19 04:24:35,Pune,118.37,5,0,20.0,56.2,0,10.0,11,none
2025-11-19 04:24:35,Nashik,117.98,5,0,20.5,53.0,0,10.0,10,none
2025-11-19 04:24:35,Mumbai,121.7,4,0,18.3,55.3,0,10.0,9,none
2025-11-19 04:24:35,Nagpur,116.46,3,0,20.5,50.7,0,10.0,11,none
2025-11-19 04:24:35,Aurangabad,124.4,4,0,20.4,58.0,0,10.0,10,none
2025-11-19 04:24:35,Kolhapur,121.96,6,0,20.5,52.7,0,10.0,11,none
2025-11-19 04:24:35,Solapur,120.82,2,0,21.1,69.9,0,10.0,10,none
2025-11-19 04:24:35,Amravati,118.28,4,0,21.1,66.0,0,10.0,11,none
2025-11-19 04:24:35,Nanded,120.55,7,18,21.7,65.2,0,10.0,8,none
2025-11-19 04:24:35,Jalgaon,123.76,5,43,19.9,51.5,0,10.0,11,none
2025-11-19 05:24:35,Pune,123.49,3,0,20.9,66.9,0,10.0,8,none
2025-11-19 05:24:35,Nashik,116.24,5,0,20.5,61.8,0,10.0,11,none
2025-11-19 05:24:35,Mumbai,117.28,2,0,19.8,63.1,0,10.0,10,heavy_rain
2025-11-19 05:24:35,Nagpur,123.32,4,0,18.1,63.8,0,10.0,8,none
2025-11-19 05:24:35,Aurangabad,120.73,5,0,19.8,63.4,0,10.0,10,none
2025-11-19 05:24:35,Kolhapur,117.89,2,0,21.7,66.7,0,10.0,9,none
2025-11-19 05:24:35,Solapur,115.92,6,0,18.9,56.2,0,10.0,11,none
2025-11-19 05:24:35,Amravati,116.42,3,0,18.6,54.3,0,10.0,11,none
2025-11-19 05:24:35,Nanded,117.59,7,0,20.3,67.2,0,10.0,8,none
2025-11-19 05:24:35,Jalgaon,123.05,1,0,19.8,58.9,0,10.0,9,none
2025-11-19 06:24:35,Pune,117.25,3,0,19.9,60.0,0,10.0,11,none
2025-11-19 06:24:35,Nashik,124.59,4,0,19.7,61.1,0,10.0,11,none
2025-11-19 06:24:35,Mumbai,116.76,6,0,19.9,53.6,0,10.0,9,none
2025-11-19 06:24:35,Nagpur,116.51,5,0,18.3,57.2,0,10.0,10,none
2025-11-19 06:24:35,Aurangabad,121.39,7,0,21.2,52.1,0,10.0,10,none
2025-11-19 06:24:35,Kolhapur,121.52,5,0,21.3,57.2,0,10.0,8,none
2025-11-19 06:24:35,Solapur,124.69,8,0,18.5,60.0,0,10.0,8,none
2025-11-19 06:24:35,Amravati,116.59,6,0,19.0,57.2,0,10.0,11,none
2025-11-19 06:24:35,Nanded,118.92,3,0,20.4,64.2,0,10.0,9,none
2025-11-19 06:24:35,Jalgaon,119.09,3,0,20.0,63.3,0,10.0,8,none
2025-11-19 07:24:35,Pune,118.15,6,0,21.9,53.0,0,10.0,9,none
2025-11-19 07:24:35,Nashik,124.8,7,0,19.8,60.9,0,10.0,9,none
2025-11-19 07:24:35,Mumbai,119.24,3,0,19.8,65.0,0,10.0,10,none
2025-11-19 07:24:35,Nagpur,117.22,0,0,18.9,69.9,0,10.0,8,none
2025-11-19 07:24:35,Aurangabad,116.41,7,0,20.7,68.1,0,10.0,10,none
2025-11-19 07:24:35,Kolhapur,115.53,3,0,21.4,61.7,0,10.0,8,none
2025-11-19 07:24:35,Solapur,120.15,4,0,19.3,69.6,0,10.0,8,none
2025-11-19 07:24:35,Amravati,124.44,5,0,18.3,61.7,0,10.0,8,none
2025-11-19 07:24:35,Nanded,117.61,3,0,19.4,66.4,0,10.0,9,none
2025-11-19 07:24:35,Jalgaon,116.13,1,0,20.8,50.8,0,10.0,10,none
2025-11-19 08:24:35,Pune,123.57,55,0,31.5,55.7,0,50.0,50,none
2025-11-19 08:24:35,Nashik,119.13,32,0,29.7,54.9,0,50.0,52,none
2025-11-19 08:24:35,Mumbai,115.58,59,0,28.7,52.9,0,50.0,42,none
2025-11-19 08:24:35,Nagpur,119.77,65,0,28.7,52.3,0,50.0,51,none
2025-11-19 08:24:35,Aurangabad,124.54,40,0,31.9,67.4,0,50.0,41,none
2025-11-19 08:24:35,Kolhapur,118.64,58,0,31.1,54.8,0,50.0,43,none
2025-11-19 08:24:35,Solapur,121.74,47,0,31.0,61.5,0,50.0,58,none
2025-11-19 08:24:35,Amravati,124.17,30,0,31.4,66.4,0,50.0,53,none
2025-11-19 08:24:35,Nanded,118.48,58,11,30.3,66.8,0,50.0,40,none
2025-11-19 08:24:35,Jalgaon,122.14,40,0,29.1,69.8,0,50.0,40,none
2025-11-19 09:24:35,Pune,116.36,68,0,28.0,64.1,0,80.0,95,none
2025-11-19 09:24:35,Nashik,123.3,46,0,30.3,61.5,0,80.0,83,none
2025-11-19 09:24:35,Mumbai,123.22,67,0,29.3,55.6,0,80.0,65,none
2025-11-19 09:24:35,Nagpur,121.65,53,0,28.8,61.6,0,80.0,76,none
2025-11-19 09:24:35,Aurangabad,115.81,46,0,28.8,66.0,0,80.0,93,none
2025-11-19 09:24:35,Kolhapur,116.73,55,0,30.8,50.5,0,80.0,95,none
2025-11-19 09:24:35,Solapur,124.31,42,0,28.7,59.1,0,80.0,64,none
2025-11-19 09:24:35,Amravati,115.35,57,0,29.5,51.4,0,80.0,76,none
2025-11-19 09:24:35,Nanded,123.7,25,0,31.9,57.3,0,80.0,85,heavy_rain
2025-11-19 09:24:35,Jalgaon,121.41,62,0,30.0,63.7,0,80.0,77,none
2025-11-19 10:24:35,Pune,122.76,54,0,30.9,52.1,0,100.0,89,none
2025-11-19 10:24:35,Nashik,116.61,46,0,30.2,62.4,0,100.0,84,none
2025-11-19 10:24:35,Mumbai,123.6,73,0,32.0,54.3,0,100.0,92,none
2025-11-19 10:24:35,Nagpur,117.67,35,0,29.8,67.9,0,100.0,86,none
2025-11-19 10:24:35,Aurangabad,121.69,66,0,29.7,65.0,0,100.0,90,none
2025-11-19 10:24:35,Kolhapur,118.83,75,0,31.3,50.2,0,100.0,94,none
2025-11-19 10:24:35,Solapur,115.1,31,0,31.7,61.4,0,100.0,90,none
2025-11-19 10:24:35,Amravati,123.02,30,0,30.7,67.7,0,100.0,108,none
2025-11-19 10:24:35,Nanded,118.69,47,0,30.8,62.3,0,100.0,91,none
2025-11-19 10:24:35,Jalgaon,117.73,47,0,31.4,68.8,0,100.0,94,none
2025-11-19 11:24:35,Pune,115.42,49,0,31.9,55.4,0,100.0,91,none
2025-11-19 11:24:35,Nashik,123.84,47,0,28.3,65.8,0,100.0,108,none
2025-11-19 11:24:35,Mumbai,121.22,57,0,30.1,64.6,0,100.0,80,none
2025-11-19 11:24:35,Nagpur,122.52,78,0,28.9,52.1,0,100.0,103,none
2025-11-19 11:24:35,Aurangabad,119.8,68,0,30.6,55.4,0,100.0,87,none
2025-11-19 11:24:35,Kolhapur,122.44,56,0,30.5,66.2,0,100.0,94,none
2025-11-19 11:24:35,Solapur,122.95,27,0,29.7,59.8,0,100.0,95,none
2025-11-19 11:24:35,Amravati,122.52,25,0,30.4,67.0,0,100.0,106,none
2025-11-19 11:24:35,Nanded,124.82,44,0,28.4,59.5,0,100.0,117,none
2025-11-19 11:24:35,Jalgaon,117.28,54,0,31.8,63.2,0,100.0,86,none
2025-11-19 12:24:35,Pune,121.26,35,22,28.1,56.4,0,100.0,87,none
2025-11-19 12:24:35,Nashik,120.62,64,42,29.9,66.4,0,100.0,103,none
2025-11-19 12:24:35,Mumbai,119.98,33,0,31.7,61.4,0,100.0,89,none
2025-11-19 12:24:35,Nagpur,124.62,47,0,31.0,58.9,0,100.0,102,none
2025-11-19 12:24:35,Aurangabad,122.57,28,0,31.7,55.2,0,100.0,99,none
2025-11-19 12:24:35,Kolhapur,115.7,18,0,31.3,64.3,0,100.0,84,none
2025-11-19 12:24:35,Solapur,118.09,42,32,30.1,54.3,0,100.0,99,none
2025-11-19 12:24:35,Amravati,115.94,49,0,29.4,67.3,0,100.0,97,none
2025-11-19 12:24:35,Nanded,119.69,54,0,29.3,58.1,0,100.0,113,none
2025-11-19 12:24:35,Jalgaon,115.01,56,0,29.5,52.0,0,100.0,88,none
2025-11-19 13:24:35,Pune,123.93,79,44,30.9,54.8,0,100.0,92,none
2025-11-19 13:24:35,Nashik,121.21,40,0,30.1,59.5,0,100.0,102,none
2025-11-19 13:24:35,Mumbai,122.01,51,0,29.9,68.3,0,100.0,97,none
2025-11-19 13:24:35,Nagpur,119.42,48,0,29.5,61.4,0,100.0,81,none
2025-11-19 13:24:35,Aurangabad,116.73,32,0,31.4,66.1,0,100.0,93,none
2025-11-19 13:24:35,Kolhapur,119.39,40,0,28.3,66.1,0,100.0,80,none
2025-11-19 13:24:35,Solapur,118.79,65,0,31.5,52.7,0,100.0,85,none
2025-11-19 13:24:35,Amravati,121.43,54,0,30.6,53.1,0,100.0,93,none
2025-11-19 13:24:35,Nanded,120.8,52,0,28.5,63.0,0,100.0,117,none
2025-11-19 13:24:35,Jalgaon,124.1,61,0,29.3,68.2,0,100.0,111,none
2025-11-19 14:24:35,Pune,119.25,47,0,28.0,63.0,0,100.0,83,none
2025-11-19 14:24:35,Nashik,117.76,41,0,30.5,54.1,0,100.0,117,none
2025-11-19 14:24:35,Mumbai,122.9,47,0,29.8,54.2,0,100.0,80,none
2025-11-19 14:24:35,Nagpur,123.61,58,23,31.2,60.1,0,100.0,90,none
2025-11-19 14:24:35,Aurangabad,118.23,43,0,31.6,58.1,0,100.0,93,none
2025-11-19 14:24:35,Kolhapur,122.11,68,0,31.1,64.2,0,100.0,81,none
2025-11-19 14:24:35,Solapur,118.77,78,0,31.9,55.6,0,100.0,107,none
2025-11-19 14:24:35,Amravati,116.89,28,0,31.1,68.4,0,100.0,101,none
2025-11-19 14:24:35,Nanded,120.8,62,0,30.0,68.8,0,100.0,113,none
2025-11-19 14:24:35,Jalgaon,121.2,54,0,29.7,62.8,0,100.0,84,none
2025-11-19 15:24:35,Pune,122.08,26,0,29.7,60.5,0,100.0,113,none
2025-11-19 15:24:35,Nashik,122.93,22,0,31.1,65.5,0,100.0,94,none
2025-11-19 15:24:35,Mumbai,117.48,57,0,28.6,68.6,0,100.0,114,none
2025-11-19 15:24:35,Nagpur,122.39,69,195,31.5,50.5,1,100.0,86,strike
2025-11-19 15:24:35,Aurangabad,123.83,64,0,31.5,63.0,0,100.0,93,none
2025-11-19 15:24:35,Kolhapur,119.21,44,0,30.3,62.1,0,100.0,97,none
2025-11-19 15:24:35,Solapur,117.47,50,0,28.6,67.4,0,100.0,94,none
2025-11-19 15:24:35,Amravati,121.14,49,0,28.5,50.7,0,100.0,109,none
2025-11-19 15:24:35,Nanded,117.85,55,0,29.8,63.7,0,100.0,108,none
2025-11-19 15:24:35,Jalgaon,120.78,68,0,29.2,53.8,0,100.0,80,none
2025-11-19 16:24:35,Pune,122.42,51,0,29.3,61.5,0,80.0,80,none
2025-11-19 16:24:35,Nashik,119.36,72,0,28.4,67.0,0,80.0,93,none
2025-11-19 16:24:35,Mumbai,119.98,56,0,30.3,63.9,0,80.0,79,none
2025-11-19 16:24:35,Nagpur,115.94,56,0,31.5,66.1,0,80.0,80,none
2025-11-19 16:24:35,Aurangabad,119.72,48,0,30.1,61.1,0,80.0,83,none
2025-11-19 16:24:35,Kolhapur,121.45,39,0,31.8,50.2,0,80.0,75,none
2025-11-19 16:24:35,Solapur,118.65,42,0,28.8,58.0,0,80.0,85,none
2025-11-19 16:24:35,Amravati,116.44,20,0,29.5,50.2,0,80.0,90,none
2025-11-19 16:24:35,Nanded,123.15,38,243,28.2,58.4,1,80.0,64,strike
2025-11-19 16:24:35,Jalgaon,120.74,79,0,31.3,62.0,0,80.0,74,none
2025-11-19 17:24:35,Pune,116.95,45,0,30.4,69.2,0,50.0,51,none
2025-11-19 17:24:35,Nashik,118.33,32,0,30.3,66.0,0,50.0,46,none
2025-11-19 17:24:35,Mumbai,124.13,71,0,31.4,58.2,0,50.0,48,none
2025-11-19 17:24:35,Nagpur,119.57,64,0,30.0,51.3,0,50.0,51,none
2025-11-19 17:24:35,Aurangabad,119.35,39,0,29.2,59.1,0,50.0,52,none
2025-11-19 17:24:35,Kolhapur,116.62,49,0,30.1,64.4,0,50.0,44,none
2025-11-19 17:24:35,Solapur,124.17,65,0,29.3,55.3,0,50.0,58,none
2025-11-19 17:24:35,Amravati,122.32,56,0,28.7,64.0,0,50.0,52,none
2025-11-19 17:24:35,Nanded,123.25,50,0,29.0,53.6,0,50.0,54,none
2025-11-19 17:24:35,Jalgaon,118.79,64,0,31.3,56.8,0,50.0,44,none
2025-11-19 18:24:35,Pune,120.0,45,0,29.9,67.8,0,20.0,16,none
2025-11-19 18:24:35,Nashik,117.97,51,0,31.8,54.7,0,20.0,18,none
2025-11-19 18:24:35,Mumbai,124.67,63,0,29.9,53.2,0,20.0,21,none
2025-11-19 18:24:35,Nagpur,122.17,58,0,28.4,64.6,0,20.0,17,none
2025-11-19 18:24:35,Aurangabad,115.22,36,0,31.1,63.3,0,20.0,17,none
2025-11-19 18:24:35,Kolhapur,117.28,44,0,28.2,64.9,0,20.0,20,none
2025-11-19 18:24:35,Solapur,121.61,68,0,30.3,64.2,0,20.0,19,none
2025-11-19 18:24:35,Amravati,123.57,54,12,31.1,58.1,0,20.0,21,none
2025-11-19 18:24:35,Nanded,122.59,35,0,28.1,64.4,0,20.0,22,none
2025-11-19 18:24:35,Jalgaon,123.85,34,0,30.1,51.9,0,20.0,16,none
2025-11-19 19:24:35,Pune,120.77,76,0,30.6,54.8,0,10.0,11,none
2025-11-19 19:24:35,Nashik,122.12,66,0,29.2,54.9,0,10.0,9,none
2025-11-19 19:24:35,Mumbai,124.19,41,0,30.3,51.4,0,10.0,10,none
2025-11-19 19:24:35,Nagpur,124.62,56,0,28.2,52.2,0,10.0,10,none
2025-11-19 19:24:35,Aurangabad,122.64,44,0,31.7,66.0,0,10.0,10,none
2025-11-19 19:24:35,Kolhapur,119.83,60,0,28.6,70.0,0,10.0,10,none
2025-11-19 19:24:35,Solapur,119.71,60,0,30.1,66.6,0,10.0,8,none
2025-11-19 19:24:35,Amravati,117.15,68,0,28.6,55.6,0,10.0,9,none
2025-11-19 19:24:35,Nanded,117.61,66,0,31.9,58.6,0,10.0,9,none
2025-11-19 19:24:35,Jalgaon,116.63,44,0,31.2,58.4,0,10.0,8,none
2025-11-19 20:24:35,Pune,116.99,68,0,28.3,54.3,0,0.0,0,none
2025-11-19 20:24:35,Nashik,119.54,53,0,31.7,51.3,0,0.0,0,none
2025-11-19 20:24:35,Mumbai,123.47,71,0,28.8,69.0,0,0.0,0,none
2025-11-19 20:24:35,Nagpur,117.77,61,0,28.4,52.2,0,0.0,0,none
2025-11-19 20:24:35,Aurangabad,121.53,50,0,29.1,63.5,0,0.0,0,none
2025-11-19 20:24:35,Kolhapur,121.33,54,0,31.6,60.1,0,0.0,0,none
2025-11-19 20:24:35,Solapur,123.72,64,0,31.0,53.5,0,0.0,0,none
2025-11-19 20:24:35,Amravati,115.65,50,0,28.2,59.6,0,0.0,0,none
2025-11-19 20:24:35,Nanded,118.13,41,0,28.1,54.7,0,0.0,0,none
2025-11-19 20:24:35,Jalgaon,123.34,73,0,31.1,61.4,0,0.0,0,none
2025-11-19 21:24:35,Pune,122.82,2,0,20.8,60.1,0,0.0,0,none
2025-11-19 21:24:35,Nashik,120.77,2,0,18.6,68.4,0,0.0,0,none
2025-11-19 21:24:35,Mumbai,117.61,2,0,20.9,66.9,0,0.0,0,none
2025-11-19 21:24:35,Nagpur,117.42,6,0,19.0,67.9,0,0.0,0,none
2025-11-19 21:24:35,Aurangabad,120.19,5,0,18.5,60.6,0,0.0,0,none
2025-11-19 21:24:35,Kolhapur,121.68,3,0,18.3,63.9,0,0.0,0,none
2025-11-19 21:24:35,Solapur,123.43,5,0,18.1,55.6,0,0.0,0,none
2025-11-19 21:24:35,Amravati,116.76,3,44,20.6,62.1,0,0.0,0,none
2025-11-19 21:24:35,Nanded,118.6,3,0,20.5,54.8,0,0.0,0,none
2025-11-19 21:24:35,Jalgaon,116.5,7,0,20.8,63.2,0,0.0,0,none
2025-11-19 22:24:35,Pune,116.43,5,0,19.8,66.5,0,0.0,0,none
2025-11-19 22:24:35,Nashik,120.13,6,0,20.5,59.5,0,0.0,0,none
2025-11-19 22:24:35,Mumbai,123.9,6,0,20.1,54.8,0,0.0,0,none
2025-11-19 22:24:35,Nagpur,120.63,5,0,19.1,51.1,0,0.0,0,none
2025-11-19 22:24:35,Aurangabad,116.73,5,0,18.3,57.6,0,0.0,0,none
2025-11-19 22:24:35,Kolhapur,117.41,3,25,19.6,66.3,0,0.0,0,none
2025-11-19 22:24:35,Solapur,117.62,8,0,19.5,66.5,0,0.0,0,none
2025-11-19 22:24:35,Amravati,122.78,6,0,20.5,57.7,0,0.0,0,none
2025-11-19 22:24:35,Nanded,116.68,7,14,18.1,58.2,0,0.0,0,none
2025-11-19 22:24:35,Jalgaon,116.29,6,0,19.0,58.2,0,0.0,0,none
2025-11-19 23:24:35,Pune,121.24,5,0,18.3,64.4,0,0.0,0,none
2025-11-19 23:24:35,Nashik,118.96,7,0,20.9,69.8,0,0.0,0,none
2025-11-19 23:24:35,Mumbai,116.79,5,0,20.4,65.9,0,0.0,0,none
2025-11-19 23:24:35,Nagpur,120.75,7,0,19.3,53.8,0,0.0,0,none
2025-11-19 23:24:35,Aurangabad,120.21,4,0,20.2,63.9,0,0.0,0,none
2025-11-19 23:24:35,Kolhapur,119.99,8,0,20.3,57.9,0,0.0,0,none
2025-11-19 23:24:35,Solapur,121.72,2,0,19.0,58.3,0,0.0,0,heavy_rain
2025-11-19 23:24:35,Amravati,118.41,1,0,18.8,53.3,0,0.0,0,none
2025-11-19 23:24:35,Nanded,117.33,5,0,19.3,65.2,0,0.0,0,none
2025-11-19 23:24:35,Jalgaon,117.67,3,0,21.9,54.7,0,0.0,0,none
2025-11-20 00:24:35,Pune,123.45,6,22,21.0,69.9,0,10.0,9,none
2025-11-20 00:24:35,Nashik,120.04,2,0,20.8,66.7,0,10.0,11,none
2025-11-20 00:24:35,Mumbai,116.23,6,0,19.0,63.2,0,10.0,10,none
2025-11-20 00:24:35,Nagpur,119.43,7,0,18.2,58.0,0,10.0,8,none
2025-11-20 00:24:35,Aurangabad,115.89,6,0,20.5,50.5,0,10.0,11,none
2025-11-20 00:24:35,Kolhapur,116.35,0,0,21.9,69.0,0,10.0,11,none
2025-11-20 00:24:35,Solapur,118.1,4,0,18.2,69.0,0,10.0,9,none
2025-11-20 00:24:35,Amravati,124.28,2,0,21.4,58.5,0,10.0,9,none
2025-11-20 00:24:35,Nanded,124.55,6,0,18.1,68.8,0,10.0,11,none
2025-11-20 00:24:35,Jalgaon,124.94,4,0,21.8,66.0,0,10.0,10,none
2025-11-20 01:24:35,Pune,119.23,4,0,19.9,56.2,0,10.0,11,none
2025-11-20 01:24:35,Nashik,118.66,7,0,18.5,51.8,0,10.0,9,none
2025-11-20 01:24:35,Mumbai,124.98,1,37,21.5,58.8,0,10.0,9,none
2025-11-20 01:24:35,Nagpur,118.54,5,0,20.9,66.8,0,10.0,8,none
2025-11-20 01:24:35,Aurangabad,124.73,5,0,18.9,58.4,0,10.0,11,none
2025-11-20 01:24:35,Kolhapur,118.55,6,0,18.9,50.4,0,10.0,11,none
2025-11-20 01:24:35,Solapur,122.49,4,45,19.4,54.0,0,10.0,9,none
2025-11-20 01:24:35,Amravati,120.07,6,0,20.9,54.1,0,10.0,11,none
2025-11-20 01:24:35,Nanded,116.18,4,0,19.4,65.9,0,10.0,11,none
2025-11-20 01:24:35,Jalgaon,122.45,6,0,18.7,51.5,0,10.0,9,none
2025-11-20 02:24:35,Pune,123.17,1,0,20.5,69.3,0,10.0,11,none
2025-11-20 02:24:35,Nashik,121.39,4,0,20.3,61.8,0,10.0,10,none
2025-11-20 02:24:35,Mumbai,120.74,3,32,19.2,62.4,0,10.0,11,none
2025-11-20 02:24:35,Nagpur,116.93,6,0,21.0,59.4,0,10.0,11,none
2025-11-20 02:24:35,Aurangabad,116.61,4,0,21.5,66.3,0,10.0,9,none
2025-11-20 02:24:35,Kolhapur,118.98,4,13,20.0,65.6,0,10.0,9,none
2025-11-20 02:24:35,Solapur,124.49,5,0,20.0,57.6,0,10.0,11,none
2025-11-20 02:24:35,Amravati,124.18,6,0,20.9,67.2,0,10.0,9,none
2025-11-20 02:24:35,Nanded,119.13,10,0,20.0,62.2,0,10.0,9,none
2025-11-20 02:24:35,Jalgaon,120.18,4,0,19.0,50.7,0,10.0,10,none
2025-11-20 03:24:35,Pune,122.31,3,0,19.8,59.3,0,10.0,9,none
2025-11-20 03:24:35,Nashik,124.28,4,0,21.3,56.8,0,10.0,10,none
2025-11-20 03:24:35,Mumbai,118.28,4,0,22.0,57.9,0,10.0,10,none
2025-11-20 03:24:35,Nagpur,118.81,1,0,20.4,69.9,0,10.0,10,none
2025-11-20 03:24:35,Aurangabad,116.03,6,0,20.8,52.0,0,10.0,9,none
2025-11-20 03:24:35,Kolhapur,115.36,4,0,20.8,55.9,0,10.0,11,none
2025-11-20 03:24:35,Solapur,116.64,7,0,18.8,68.3,0,10.0,10,none
2025-11-20 03:24:35,Amravati,116.11,6,0,19.1,58.5,0,10.0,10,none
2025-11-20 03:24:35,Nanded,124.95,8,0,21.9,65.1,0,10.0,8,none
2025-11-20 03:24:35,Jalgaon,118.12,4,0,18.9,63.6,0,10.0,10,none
2025-11-20 04:24:35,Pune,124.49,7,0,21.0,53.6,0,10.0,8,none
2025-11-20 04:24:35,Nashik,118.79,3,0,19.7,57.0,0,10.0,10,none
2025-11-20 04:24:35,Mumbai,121.77,5,0,20.0,61.2,0,10.0,8,none
2025-11-20 04:24:35,Nagpur,119.44,6,0,20.1,59.0,0,10.0,11,none
2025-11-20 04:24:35,Aurangabad,122.71,3,0,18.6,51.9,0,10.0,11,none
2025-11-20 04:24:35,Kolhapur,121.04,6,0,20.2,60.2,0,10.0,9,none
2025-11-20 04:24:35,Solapur,121.43,4,0,20.1,53.8,0,10.0,10,none
2025-11-20 04:24:35,Amravati,124.53,7,0,21.5,67.4,0,10.0,8,none
